,Educational Level,Immigration Status,Gender,Age,str,Name
1685,College level,"{'Origin': 'USA-Boston', 'Destination': 'Spain-Málaga', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,74,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-Boston"",
    ""Destination"": ""Spain-Málaga"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""74""
}",douglas-abdell
1686,College level,"{'Origin': 'Iran-Tehran', 'Destination': 'France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Male,84,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Iran-Tehran"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""84""
}",hossein-zenderoudi
1687,Taught by other artists,"{'Origin': 'Macedonia-Choropani, Greece-Tracia', 'Destination': 'Romania-București', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,74,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""Macedonia-Choropani, Greece-Tracia"",
    ""Destination"": ""Romania-București"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""74""
}",ion-pacea
1688,College level,"{'Origin': 'Mexico-Mérida', 'Destination': 'Mexico-Mexico City', 'Domestic Migration': 1, 'International Migration': 0}",Male,54,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Mexico-Mérida"",
    ""Destination"": ""Mexico-Mexico City"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""54""
}",fernando-garcia-ponce
1689,College level,"{'Origin': 'Italy-Piacenza', 'Destination': 'Italy-Milan', 'Domestic Migration': 1, 'International Migration': 0}",Male,80,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Italy-Piacenza"",
    ""Destination"": ""Italy-Milan"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""80""
}",bruno-cassinari
1690,Master level,"{'Origin': 'Serbia-Belgrade', 'Destination': 'Croatia-Zagreb', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,69,"{
  ""Educational Level"": ""Master level"",
  ""Immigration Status"": {
    ""Origin"": ""Serbia-Belgrade"",
    ""Destination"": ""Croatia-Zagreb"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""69""
}",mladen-stilinovic
1691,College level,"{'Origin': 'Portugal-Lisbon', 'Destination': 'UK-St Albans', 'Domestic Migration': 0, 'International Migration': 1}",Female,61,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Portugal-Lisbon"",
    ""Destination"": ""UK-St Albans"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Female"",
  ""Age"": ""61""
}",sofia-areal
1692,PhD level,"{'Origin': 'Georgia-Tbilisi', 'Destination': 'Various cities worldwide', 'Domestic Migration': 0, 'International Migration': 1}",Male,51,"{
  ""Educational Level"": ""PhD level"",
  ""Immigration Status"": {
    ""Origin"": ""Georgia-Tbilisi"",
    ""Destination"": ""Various cities worldwide"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""51""
}",gogi-khutsishvili
1693,Master level,"{'Origin': 'Macedonia-Skopje', 'Destination': 'Austria-Vienna', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,89,"{
  ""Educational Level"": ""Master level"",
  ""Immigration Status"": {
    ""Origin"": ""Macedonia-Skopje"",
    ""Destination"": ""Austria-Vienna"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""89""
}",vera-nedkova
1694,College level,"{'Origin': 'Iran-Hamadan', 'Destination': 'France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,84,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Iran-Hamadan"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""84""
}",javad-hamidi
1695,College level,"{'Origin': 'Poland-Rabka-Zdrój', 'Destination': 'Germany-Berlin', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,68,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Poland-Rabka-Zdrój"",
    ""Destination"": ""Germany-Berlin"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""68""
}",andrzej-nowacki
1696,College level,"{'Origin': 'Soviet Union', 'Destination': 'United States-Pittsburgh', 'Domestic Migration': 1, 'International Migration': 1}",Female,85,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Soviet Union"",
    ""Destination"": ""United States-Pittsburgh"",
    ""Domestic Migration"": 1,
    ""International Migration"": 1
  },
  ""Gender"": ""Female"",
  ""Age"": ""85""
}",rochelle-blumenfeld
1697,College level,"{'Origin': 'Ukraine-Dnepropetrovsk', 'Destination': 'Ukraine-Lviv', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,80,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Ukraine-Dnepropetrovsk"",
    ""Destination"": ""Ukraine-Lviv"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""80""
}",volodymyr-loboda
1698,Master level,"{'Origin': 'Macedonia-Strumica', 'Destination': 'Croatia-Zagreb', 'Domestic Migration': 1, 'International Migration': 0}",Male,80,"{
  ""Educational Level"": ""Master level"",
  ""Immigration Status"": {
    ""Origin"": ""Macedonia-Strumica"",
    ""Destination"": ""Croatia-Zagreb"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""80""
}",dusan-dzamonja
1699,Taught by other artists,"{'Origin': 'Germany-Görlitz', 'Destination': 'Germany-Cottbus', 'Domestic Migration': 1, 'International Migration': 0}",Male,55,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""Germany-Görlitz"",
    ""Destination"": ""Germany-Cottbus"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""55""
}",daniel-sambo-richter
1700,No formal education,"{'Origin': 'Cyprus', 'Destination': 'USA-Los Angeles', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,Approximately 65,"{
  ""Educational Level"": ""No formal education"",
  ""Immigration Status"": {
    ""Origin"": ""Cyprus"",
    ""Destination"": ""USA-Los Angeles"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""Approximately 65""
}",kaloust-guedel
1701,No formal education,"{'Origin': 'Belgium-Brussels', 'Destination': 'Belgium-Brussels', 'Domestic Migration': 1, 'International Migration': 0}",Male,49,"{
  ""Educational Level"": ""No formal education"",
  ""Immigration Status"": {
    ""Origin"": ""Belgium-Brussels"",
    ""Destination"": ""Belgium-Brussels"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""49""
}",arne-quinze
1702,Master level,"{'Origin': 'Ukraine-Odesa', 'Destination': 'Ukraine-Odesa', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,35,"{
  ""Educational Level"": ""Master level"",
  ""Immigration Status"": {
    ""Origin"": ""Ukraine-Odesa"",
    ""Destination"": ""Ukraine-Odesa"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""35""
}",stepan-ryabchenko
1703,College level,"{'Origin': 'Poland-Brodnica', 'Destination': 'France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,Unknown,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Poland-Brodnica"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""Unknown""
}",lech-twardowski
1704,PhD level,"{'Origin': 'Serbia-Surdulica', 'Destination': 'International Exhibitions', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,31,"{
  ""Educational Level"": ""PhD level"",
  ""Immigration Status"": {
    ""Origin"": ""Serbia-Surdulica"",
    ""Destination"": ""International Exhibitions"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""31""
}",nemanja-vuckovic
1705,No formal education,"{'Origin': 'Spain-Zaragoza', 'Destination': 'Spain, Europe, United States', 'Domestic Migration': 1, 'International Migration': 1}",Not specified,74,"{
  ""Educational Level"": ""No formal education"",
  ""Immigration Status"": {
    ""Origin"": ""Spain-Zaragoza"",
    ""Destination"": ""Spain, Europe, United States"",
    ""Domestic Migration"": 1,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""74""
}",requena-nozal
1706,Master level,"{'Origin': ""China-People's Republic of China"", 'Destination': 'France', 'Domestic Migration': 0, 'International Migration': 1}",Female,61,"{
  ""Educational Level"": ""Master level"",
  ""Immigration Status"": {
    ""Origin"": ""China-People's Republic of China"",
    ""Destination"": ""France"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Female"",
  ""Age"": ""61""
}",li-chevalier
1707,Taught by other artists,"{'Origin': 'Sweden-Helsingborg', 'Destination': 'Norway', 'Domestic Migration': 1, 'International Migration': 1}",Male,77,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""Sweden-Helsingborg"",
    ""Destination"": ""Norway"",
    ""Domestic Migration"": 1,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""77""
}",odd-nerdrum
1708,College level,"{'Origin': 'USA-New York', 'Destination': 'USA-Connecticut', 'Domestic Migration': 1, 'International Migration': 0}",Male,89,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USA-New York"",
    ""Destination"": ""USA-Connecticut"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""89""
}",reuben-nakian
1709,College level,"{'Origin': 'Italy-Taranto', 'Destination': 'Italy-Rome', 'Domestic Migration': 1, 'International Migration': 0}",Not specified,43,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Italy-Taranto"",
    ""Destination"": ""Italy-Rome"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""43""
}",roberto-ferri
1710,College level,"{'Origin': 'USSR-Odesa', 'Destination': 'Ukraine-Odesa', 'Domestic Migration': 1, 'International Migration': 1}",Male,67,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""USSR-Odesa"",
    ""Destination"": ""Ukraine-Odesa"",
    ""Domestic Migration"": 1,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""67""
}",vasiliy-ryabchenko
1711,College level,"{'Origin': 'Belgium-Brussels', 'Destination': 'France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Male,83,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Belgium-Brussels"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""83""
}",alfred-stevens
1712,Taught by other artists,"{'Origin': 'Norway', 'Destination': 'France', 'Domestic Migration': 0, 'International Migration': 1}",Female,75,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""Norway"",
    ""Destination"": ""France"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Female"",
  ""Age"": ""75""
}",oda-krohg
1713,College level,"{'Origin': 'Germany-Aschaffenburg', 'Destination': 'Germany-Dresden', 'Domestic Migration': 1, 'International Migration': 0}",Male,58,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Germany-Aschaffenburg"",
    ""Destination"": ""Germany-Dresden"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Male"",
  ""Age"": ""58""
}",ernst-ludwig-kirchner
1714,College level,"{'Origin': 'India-Madras', 'Destination': 'England-Kensington', 'Domestic Migration': 0, 'International Migration': 1}",Male,46,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""India-Madras"",
    ""Destination"": ""England-Kensington"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""46""
}",byam-shaw
1715,College level,"{'Origin': 'Russia-Saint Petersburg', 'Destination': 'France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,51,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Russia-Saint Petersburg"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""51""
}",alexandre-jacovleff
1716,Elementary level,"{'Origin': 'Germany-Meldorf', 'Destination': 'USA-Chicago', 'Domestic Migration': 1, 'International Migration': 1}",Male,81,"{
  ""Educational Level"": ""Elementary level"",
  ""Immigration Status"": {
    ""Origin"": ""Germany-Meldorf"",
    ""Destination"": ""USA-Chicago"",
    ""Domestic Migration"": 1,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""81""
}",henry-darger
1717,Taught by other artists,"{'Origin': 'Sweden', 'Destination': 'France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Male,51,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""Sweden"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""51""
}",otto-gustav-carlsund
1718,College level,"{'Origin': 'France-Saint-Quentin, Aisne', 'Destination': 'United States-New York City', 'Domestic Migration': 0, 'International Migration': 1}",Male,80,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""France-Saint-Quentin, Aisne"",
    ""Destination"": ""United States-New York City"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""80""
}",amedee-ozenfant
1719,College level,"{'Origin': 'Switzerland-Geneva', 'Destination': 'France-Paris', 'Domestic Migration': 0, 'International Migration': 1}",Not specified,75,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Switzerland-Geneva"",
    ""Destination"": ""France-Paris"",
    ""Domestic Migration"": 0,
    ""International Migration"": 1
  },
  ""Gender"": ""Not specified"",
  ""Age"": ""75""
}",gustave-buchet
1720,College level,"{'Origin': 'Canada-St. Catharines', 'Destination': 'USA-Buffalo', 'Domestic Migration': 1, 'International Migration': 1}",Male,71,"{
  ""Educational Level"": ""College level"",
  ""Immigration Status"": {
    ""Origin"": ""Canada-St. Catharines"",
    ""Destination"": ""USA-Buffalo"",
    ""Domestic Migration"": 1,
    ""International Migration"": 1
  },
  ""Gender"": ""Male"",
  ""Age"": ""71""
}",ralston-crawford
1721,Taught by other artists,"{'Origin': 'Italy-Rome', 'Destination': 'Italy-Frascati', 'Domestic Migration': 1, 'International Migration': 0}",Unknown,78,"{
  ""Educational Level"": ""Taught by other artists"",
  ""Immigration Status"": {
    ""Origin"": ""Italy-Rome"",
    ""Destination"": ""Italy-Frascati"",
    ""Domestic Migration"": 1,
    ""International Migration"": 0
  },
  ""Gender"": ""Unknown"",
  ""Age"": ""78""
}",antonio-mancini
